year,latitude_eq,longitude_eq,country,regionCode_eq,intensity,eqDepth,magnitude_Mw,oceanicTsunami
1995,-2.045,101.436,INDONESIA,60,,33.0,6.8,0
1995,19.055,-104.205,MEXICO,150,,33.0,8.0,1
1995,26.003,102.227,CHINA,30,,10.0,6.2,0
1995,28.826,34.799,EGYPT,15,8.0,10.0,7.2,1
1995,44.663,149.3,RUSSIA,50,5.0,33.0,7.9,1
1996,0.729,119.931,INDONESIA,170,6.0,24.0,7.9,1
1996,27.291,100.276,CHINA,30,9.0,11.0,6.6,0
1996,-0.891,136.952,INDONESIA,170,9.0,33.0,8.2,1
1996,-9.593,-79.587,PERU,160,4.0,10.0,7.5,1
1996,39.993,76.696,CHINA,40,,28.0,6.3,0
1996,-1.036,-78.737,ECUADOR,160,6.0,33.0,5.9,0
1996,-6.518,154.999,SOLOMON ISLANDS,170,,44.0,7.2,0
1996,40.774,109.661,CHINA,30,8.0,26.0,6.0,0
1996,51.564,-177.632,USA,150,6.0,33.0,7.9,1
1996,42.803,17.936,CROATIA,130,8.0,10.0,6.0,0
1996,-14.993,-75.675,PERU,160,8.0,33.0,7.7,1
1997,41.026,74.284,KYRGYZSTAN,40,7.0,22.0,5.8,0
1997,18.219,-102.756,MEXICO,150,,33.0,7.2,0
1997,40.956,19.672,ALBANIA,130,6.0,10.0,5.219,0
1997,39.474,76.998,CHINA,40,,33.0,5.9,0
1997,37.661,57.291,IRAN,140,8.0,10.0,6.5,0
1997,29.976,68.208,PAKISTAN,60,,33.0,7.1,0
1997,38.075,48.05,IRAN,140,8.0,10.0,6.1,0
1997,39.422,76.839,CHINA,40,,22.0,5.6,0
1997,34.872,71.62,PAKISTAN,60,,50.0,5.195,0
1997,31.92,130.429,JAPAN,30,6.0,10.0,6.1,0
1997,39.513,76.865,CHINA,40,,33.0,5.9,0
1997,39.537,76.998,CHINA,40,,33.0,6.0,0
1997,39.527,76.941,CHINA,40,,15.0,6.2,0
1997,-12.584,166.676,SOLOMON ISLANDS,170,,33.0,7.7,1
1997,11.112,-60.892,TRINIDAD AND TOBAGO,90,,5.0,6.7,0
1997,33.825,59.809,IRAN,140,10.0,10.0,7.2,0
1997,36.411,70.945,AFGHANISTAN,40,,196.0,6.4,0
1997,23.083,80.041,INDIA,60,8.0,36.0,5.8,0
1997,33.938,59.475,IRAN,140,,10.0,5.9,0
1997,10.598,-63.486,VENEZUELA,90,5.0,20.0,7.0,1
1997,-26.857,26.619,SOUTH AFRICA,10,,5.0,5.28,0
1997,4.358,96.494,INDONESIA,60,,33.0,6.0,0
1997,43.048,12.879,ITALY,130,8.0,10.0,5.7,0
1997,43.084,12.812,ITALY,130,10.0,10.0,6.0,0
1997,-3.776,119.727,INDONESIA,170,,33.0,5.9,0
1997,-30.933,-71.22,CHILE,160,,58.0,7.1,0
1997,35.069,87.325,CHINA,40,,33.0,7.5,0
1997,37.57,20.656,GREECE,130,,33.0,6.6,0
1997,22.212,92.702,INDIA,60,,54.0,6.1,0
1997,1.241,122.536,INDONESIA,170,,24.0,7.0,0
1997,54.841,162.035,RUSSIA,50,7.0,33.0,7.8,1
1998,41.083,114.5,CHINA,30,8.0,30.0,5.7,0
1998,14.374,-91.473,GUATEMALA,100,,33.0,6.6,0
1998,15.883,-96.298,MEXICO,150,,33.0,6.3,0
1998,37.075,70.089,AFGHANISTAN,40,,33.0,5.9,0
1998,36.479,71.086,AFGHANISTAN,40,,236.0,6.4,0
1998,30.154,57.605,IRAN,140,,9.0,6.6,0
1998,39.977,76.731,CHINA,40,,33.0,5.6,0
1998,-62.877,149.527,ANTARCTICA,20,,10.0,8.1,1
1998,43.164,12.701,ITALY,130,,10.0,5.2,0
1998,32.457,59.976,IRAN,140,7.0,33.0,5.8,0
1998,46.245,13.652,AUSTRIA,120,8.0,10.0,5.7,0
1998,-17.731,-65.431,BOLIVIA,160,,24.0,6.6,0
1998,37.388,78.843,CHINA,40,,33.0,5.6,0
1998,37.106,70.11,AFGHANISTAN,40,,33.0,6.6,0
1998,36.878,35.307,TURKEY,140,8.0,33.0,6.3,0
1998,38.65,-28.626,AZORES (PORTUGAL),70,,10.0,6.2,0
1998,38.717,48.507,ARMENIA,40,,26.0,6.0,0
1998,23.407,120.736,TAIWAN,30,5.0,13.0,5.7,0
1998,-2.943,142.582,PAPUA NEW GUINEA,170,,25.0,7.0,1
1998,-0.593,-80.393,ECUADOR,160,,33.0,7.2,0
1998,39.66,77.343,CHINA,40,,33.0,6.4,0
1998,-8.194,112.413,INDONESIA,60,,152.0,6.6,0
1998,44.209,20.08,SERBIA,130,8.0,10.0,5.5,0
1998,41.925,20.39,ALBANIA,130,,10.0,5.3,0
1998,33.199,47.225,IRAN,140,,39.0,5.4,0
1998,27.791,53.608,IRAN,140,,33.0,5.4,0
1998,27.308,101.029,CHINA,30,,33.0,5.6,0
1998,-2.071,124.891,INDONESIA,170,7.0,33.0,7.7,1
1998,26.373,104.021,CHINA,30,,10.0,4.855,0
1999,4.461,-75.724,COLOMBIA,160,,17.0,6.2,0
1999,42.962,46.954,RUSSIA,40,3.0,33.0,3.75,0
1999,38.193,-1.566,SPAIN,130,7.0,10.0,5.11,0
1999,34.259,69.364,AFGHANISTAN,40,,33.0,6.0,0
1999,28.343,57.193,IRAN,140,,33.0,6.6,0
1999,41.131,114.658,CHINA,30,,33.0,5.1,0
1999,30.512,79.403,INDIA,60,8.0,15.0,6.6,0
1999,-16.66,-72.662,PERU,160,6.0,87.0,6.8,0
1999,29.501,51.88,IRAN,140,8.0,33.0,6.2,0
1999,40.802,47.448,AZERBAIJAN,40,5.0,33.0,5.4,0
1999,18.386,-97.436,MEXICO,150,,70.0,7.0,0
1999,18.324,-101.539,MEXICO,150,,69.0,6.3,0
1999,15.782,-88.33,GUATEMALA,100,,10.0,6.7,0
1999,21.544,91.895,BANGLADESH,60,,10.0,4.884,0
1999,40.76,29.97,TURKEY,140,10.0,13.0,7.6,1
1999,40.711,29.949,TURKEY,140,,10.0,5.2,0
1999,38.119,23.605,GREECE,130,9.0,10.0,6.0,0
1999,40.709,30.045,TURKEY,140,,13.0,5.8,0
1999,23.834,120.813,TAIWAN,30,10.0,25.0,7.6,0
1999,23.738,121.158,TAIWAN,30,,17.0,6.5,0
1999,16.059,-96.931,MEXICO,150,8.0,61.0,7.5,0
1999,23.445,120.506,TAIWAN,30,6.0,33.0,5.9,0
1999,-13.64,-74.43,PERU,160,,62.0,4.7700000000000005,0
1999,39.899,113.983,CHINA,30,,10.0,5.3,0
1999,40.744,30.266,TURKEY,140,,22.0,5.7,0
1999,40.758,31.161,TURKEY,140,9.0,10.0,7.2,0
1999,24.589,102.872,CHINA,30,,33.0,5.151999999999999,0
1999,-16.423,168.214,VANUATU,170,,33.0,7.5,1
1999,40.459,122.889,CHINA,30,,10.0,5.28,0
1999,40.358,42.346,TURKEY,140,,19.0,5.7,0
1999,15.766,119.74,PHILIPPINES,170,7.0,33.0,7.3,0
1999,-6.845,105.555,INDONESIA,60,,56.0,6.5,0
1999,35.321,-1.281,ALGERIA,15,7.0,10.0,5.6,0
2000,22.132,92.771,INDIA,60,,33.0,4.94,0
2000,40.498,122.994,CHINA,30,,10.0,5.1,0
2000,25.607,101.063,CHINA,30,,33.0,5.9,0
2000,35.288,58.218,IRAN,140,,33.0,5.3,0
2000,-26.288,30.888,SOUTH AFRICA,10,,5.0,4.855,0
2000,22.338,143.73,JAPAN,30,,127.0,7.6,0
2000,-1.105,123.573,INDONESIA,170,,26.0,7.6,1
2000,38.164,38.777,TURKEY,140,,5.0,4.817,0
2000,24.223,121.058,TAIWAN,30,,10.0,5.4,0
2000,-4.721,102.087,INDONESIA,60,6.0,33.0,7.9,0
2000,40.693,32.992,TURKEY,140,7.0,10.0,6.0,0
2000,26.836,97.176,MYANMAR (BURMA),60,,15.0,6.3,0
2000,-4.612,101.905,INDONESIA,60,,33.0,6.7,0
2000,23.843,121.225,TAIWAN,30,,33.0,6.4,0
2000,-13.802,97.453,AUSTRALIA,60,,10.0,7.9,1
2000,63.98,-20.758,ICELAND,120,,10.0,6.5,0
2000,34.221,139.131,JAPAN,30,,10.0,6.1,1
2000,11.884,-85.988,NICARAGUA,100,,33.0,5.4,0
2000,-6.675,106.845,INDONESIA,60,,33.0,5.4,0
2000,34.319,139.26,JAPAN,30,,10.0,6.1,1
2000,20.253,122.043,PHILIPPINES,170,,33.0,6.4,1
2002,50.889,6.103,GERMANY,120,,17.0,5.11,0
2000,48.786,142.246,RUSSIA,50,6.0,10.0,6.8,0
2000,25.826,102.194,CHINA,30,,33.0,4.884,0
2000,38.379,-122.413,USA,150,7.0,10.0,5.0,0
2000,-7.977,30.709,TANZANIA,10,,34.0,6.5,0
2000,35.456,133.134,JAPAN,30,9.0,10.0,6.7,0
2000,37.542,69.582,AFGHANISTAN,40,,33.0,5.1,0
2000,7.042,-77.829,PANAMA,100,,17.0,6.5,0
2000,-4.001,152.327,PAPUA NEW GUINEA,170,,17.0,8.0,1
2000,-5.233,153.102,PAPUA NEW GUINEA,170,,30.0,7.8,0
2000,-5.496,151.781,PAPUA NEW GUINEA,170,,33.0,7.8,0
2000,40.245,49.946,AZERBAIJAN,40,,50.0,6.8,0
2000,39.566,54.799,TURKMENISTAN,40,,30.0,7.0,0
2000,38.457,31.351,TURKEY,140,7.0,10.0,6.0,0
2001,13.049,-88.66,EL SALVADOR,100,8.0,60.0,7.7,1
2001,23.388,70.326,INDIA,60,10.0,17.0,7.6,0
2001,13.671,-88.938,EL SALVADOR,100,6.0,10.0,6.6,0
2001,29.513,101.129,CHINA,30,,33.0,5.6,0
2001,47.149,-122.727,USA,150,8.0,52.0,6.8,0
2001,34.083,132.526,JAPAN,30,9.0,50.0,6.8,0
2001,13.605,-88.795,EL SALVADOR,100,,10.0,5.7,0
2001,27.689,101.003,CHINA,30,,33.0,5.5,0
2001,35.169,69.389,AFGHANISTAN,40,,62.0,5.0,0
2001,-16.265,-73.641,PERU,160,8.0,33.0,8.4,1
2001,37.238,36.206,TURKEY,140,,5.0,5.5,0
2001,-16.086,-73.987,PERU,160,,62.0,6.6,0
2001,-17.543,-72.077,PERU,160,,33.0,7.6,0
2001,24.455,102.66,CHINA,30,,33.0,4.9510000000000005,0
2001,39.059,24.244,GREECE,130,,10.0,6.5,0
2001,-14.258,-72.683,PERU,160,,33.0,5.8,0
2001,34.059,-118.387,USA,150,6.0,5.0,4.6,0
2001,12.686,144.98,USA TERRITORY,170,8.0,37.0,7.0,0
2001,-4.102,123.907,INDONESIA,170,,33.0,7.5,0
2001,26.316,100.648,CHINA,30,,10.0,5.6,0
2001,35.946,90.541,CHINA,40,,10.0,7.8,0
2001,23.632,90.376,BANGLADESH,60,6.0,10.0,4.855,0
2002,-17.6,167.856,VANUATU,170,,21.0,7.2,1
2002,38.673,69.902,TAJIKISTAN,40,,33.0,5.3,0
2002,-3.212,142.427,PAPUA NEW GUINEA,170,,11.0,6.7,0
2002,-19.384,-69.231,CHILE,160,,33.0,5.6,0
2002,-1.684,29.077,RWANDA,10,,15.0,5.025,0
2002,18.194,-95.908,MEXICO,150,,109.0,5.9,0
2002,38.573,31.271,TURKEY,140,,5.0,6.5,0
2002,38.773,69.924,TAJIKISTAN,40,,44.0,5.195,0
2002,28.093,51.755,IRAN,140,,33.0,5.4,0
2002,32.319,-115.322,MEXICO,150,,7.0,5.5,0
2002,36.502,70.482,AFGHANISTAN,40,,226.0,7.4,0
2002,6.033,124.249,PHILIPPINES,170,,31.0,7.5,1
2002,36.062,69.315,AFGHANISTAN,40,,8.0,6.1,0
2002,24.279,122.179,TAIWAN,30,,33.0,7.1,1
2002,-29.67,-71.384,CHILE,160,,71.0,6.4,0
2002,39.959,69.417,TAJIKISTAN,40,,10.0,5.9,0
2002,-27.535,-70.586,CHILE,160,,62.0,6.6,0
2002,44.513,-73.699,USA,150,7.0,11.0,5.2,0
2002,42.436,21.466,SERBIA,130,,10.0,5.7,0
2002,34.642,47.4,IRAN,140,,33.0,5.4,0
2002,41.765,44.96,GEORGIA,40,,10.0,4.9510000000000005,0
2002,13.088,144.619,USA TERRITORY,170,7.0,86.0,7.1,0
2002,-2.907,33.733,TANZANIA,10,,10.0,5.5,0
2002,-28.937,-66.797,ARGENTINA,160,8.0,22.0,6.0,0
2002,25.842,88.932,BANGLADESH,60,,40.0,4.855,0
2002,35.626,49.047,IRAN,140,8.0,10.0,6.5,0
2002,7.929,-82.793,PANAMA,100,7.0,10.0,6.5,0
2002,30.916,99.927,CHINA,30,,33.0,5.3,0
2002,14.101,146.199,USA TERRITORY,170,,30.0,6.5,0
2002,-1.196,121.333,INDONESIA,170,,10.0,6.2,0
2002,30.2,31.41,EGYPT,15,,10.0,4.7700000000000005,0
2002,35.701,48.838,IRAN,140,,10.0,5.2,0
2002,39.77,72.007,KYRGYZSTAN,40,,32.0,5.5,0
2002,38.381,13.701,ITALY,130,,5.0,6.0,0
2002,-3.26,142.94,PAPUA NEW GUINEA,170,,13.0,7.6,1
2002,13.036,93.068,INDIA,60,,21.0,6.5,1
2002,-1.68,134.234,INDONESIA,170,,10.0,6.4,0
2002,52.52,-2.15,UK,120,6.0,9.0,5.11,0
2002,16.87,-100.113,MEXICO,150,,6.0,5.3,0
2002,31.995,49.329,IRAN,140,,10.0,5.6,0
2002,47.832,-3.207,FRANCE,120,,10.0,4.6,0
2002,-1.757,134.297,INDONESIA,170,,10.0,7.6,1
2002,63.514,-147.912,USA,150,8.0,4.0,6.7,0
2002,-1.884,29.004,CONGO,10,,11.0,6.2,0
2002,37.67,15.267,ITALY,130,8.0,10.0,4.685,0
2002,41.789,14.872,ITALY,130,7.0,10.0,5.7,0
2002,35.517,74.654,PAKISTAN,60,,33.0,5.4,0
2002,2.824,96.085,INDONESIA,60,,30.0,7.3,0
2002,63.517,-147.444,USA,150,9.0,5.0,7.9,0
2002,35.414,74.515,PAKISTAN,60,,33.0,6.3,0
2002,-14.49,167.827,VANUATU,170,,33.0,5.9,0
2002,37.747,21.087,GREECE,130,,10.0,5.7,0
2002,39.736,97.443,CHINA,30,,22.0,5.5,0
2002,34.594,47.454,IRAN,140,,33.0,5.2,0
2002,39.57,75.254,CHINA,40,,10.0,5.7,0
2002,35.704,69.868,AFGHANISTAN,40,,91.0,5.5,0
2003,29.59,51.474,IRAN,140,,33.0,5.2,0
2003,-10.491,160.77,SOLOMON ISLANDS,170,,33.0,7.3,1
2003,18.77,-104.104,MEXICO,150,8.0,24.0,7.5,1
2003,-8.807,118.524,INDONESIA,60,6.0,33.0,5.5,0
2003,43.883,11.96,ITALY,130,7.0,7.0,5.025,0
2003,39.5,39.878,TURKEY,140,,10.0,6.1,0
1983,43.974,-113.916,USA,150,9.0,14.0,6.961,0
2003,34.31,-116.848,USA,150,6.0,1.0,5.2,0
2003,48.342,6.57,FRANCE,120,,10.0,5.0,0
2003,39.61,77.23,CHINA,40,,11.0,6.3,0
2003,39.483,77.393,CHINA,40,,10.0,5.4,0
2003,-6.983,108.468,INDONESIA,60,,33.0,4.94,0
2003,43.897,85.923,CHINA,40,,24.0,5.3,0
2003,48.21,9.0,GERMANY,120,,6.0,5.025,0
2003,-30.608,-71.637,CHILE,160,6.0,33.0,6.8,0
2003,27.264,89.331,BHUTAN,60,,47.0,5.5,0
2003,38.221,26.958,TURKEY,140,,10.0,5.7,0
2003,37.529,96.476,CHINA,30,,14.0,6.4,0
2003,39.007,40.464,TURKEY,140,,10.0,6.4,0
2003,39.43,77.219,CHINA,40,,10.0,5.8,0
2003,36.964,3.634,ALGERIA,15,10.0,12.0,6.8,1
2003,38.849,141.568,JAPAN,30,,68.0,7.0,0
2003,2.354,128.855,INDONESIA,170,,31.0,7.0,0
2003,36.939,3.578,ALGERIA,15,,8.0,5.7,1
2003,36.87,-88.98,USA,150,6.0,3.0,4.0,0
2003,39.893,22.309,GREECE,130,,18.0,5.2,0
2003,12.171,123.921,PHILIPPINES,170,6.0,10.0,5.8,0
2003,12.168,124.079,PHILIPPINES,170,6.0,10.0,6.3,1
2003,-8.294,120.743,INDONESIA,60,,33.0,6.5,0
2003,34.494,-85.629,USA,150,6.0,20.0,4.6,0
2003,35.476,60.784,IRAN,140,,41.0,5.2,0
2003,28.355,54.169,IRAN,140,7.0,10.0,5.8,0
2003,-2.598,68.382,INDIAN OCEAN,60,,10.0,7.6,0
2003,25.975,101.29,CHINA,30,,10.0,5.9,0
2003,38.432,141.003,JAPAN,30,,10.0,5.5,0
2003,38.111,28.887,TURKEY,140,,10.0,4.855,0
2003,38.019,28.927,TURKEY,140,,10.0,5.4,0
2003,22.854,92.306,BANGLADESH,60,,10.0,5.7,0
2003,-60.532,-43.411,ANTARCTICA,20,,10.0,7.6,1
2003,1.142,128.152,INDONESIA,170,,10.0,6.0,0
2003,9.355,-79.941,PANAMA,100,,54.0,5.4,0
2003,39.16,20.605,GREECE,130,,10.0,6.3,1
2003,43.77,119.643,CHINA,30,,24.0,5.4,0
2003,29.573,95.605,CHINA,40,,33.0,5.5,0
2003,-45.104,167.144,NEW ZEALAND,170,,28.0,7.2,1
2003,44.329,11.45,ITALY,130,7.0,10.0,5.3,0
2003,34.998,140.172,JAPAN,30,,52.0,5.7,0
2003,19.917,95.672,MYANMAR (BURMA),60,,10.0,6.6,0
2003,19.777,-70.673,DOMINICAN REPUBLIC,90,10.0,10.0,6.4,0
2003,41.815,143.91,JAPAN,30,,27.0,8.3,1
2003,50.038,87.813,RUSSIA,40,10.0,16.0,7.3,0
2003,50.0,87.89,RUSSIA,40,,10.0,5.018000000000001,0
2003,-43.34,173.04,NEW ZEALAND,170,,32.0,5.11,0
2003,50.211,87.721,RUSSIA,40,,10.0,6.7,0
2003,35.457,139.871,JAPAN,30,,78.0,5.2,0
2003,19.761,-70.693,DOMINICAN REPUBLIC,90,,10.0,5.085,0
2003,25.954,101.254,CHINA,30,,33.0,5.6,0
2003,38.4,100.951,CHINA,30,,10.0,5.8,0
2003,34.712,103.834,CHINA,30,,10.0,5.1,0
2003,27.372,103.971,CHINA,30,,33.0,5.6,0
2003,51.146,178.65,USA,150,,33.0,7.8,1
2003,12.025,125.416,PHILIPPINES,170,7.0,35.0,6.5,0
2003,27.283,103.753,CHINA,30,,33.0,5.025,0
2003,42.905,80.515,CHINA,40,,10.0,6.0,0
1999,36.92,54.9,IRAN,140,,33.0,5.3,0
1934,-19.5,-69.5,CHILE,160,,130.0,6.693,1
2003,-8.137,120.524,INDONESIA,60,,33.0,5.353,0
2003,23.039,121.362,TAIWAN,30,,10.0,6.8,0
2003,31.953,49.209,IRAN,140,,33.0,5.28,0
2003,43.083,27.486,BULGARIA,110,,34.0,4.7700000000000005,0
2003,35.706,-121.102,USA,150,8.0,8.0,6.6,0
2003,8.416,-82.824,PANAMA,100,,33.0,6.5,0
2003,28.995,58.311,IRAN,140,9.0,10.0,6.6,0
2004,-8.31,115.788,INDONESIA,60,6.0,45.0,5.8,0
2004,17.488,-101.303,MEXICO,150,,29.0,6.1,0
2004,48.758,19.217,SLOVAKIA,110,,5.0,2.9000000000000004,0
2004,36.852,3.418,ALGERIA,15,,10.0,5.018000000000001,0
2004,27.695,52.397,IRAN,140,,12.0,5.2,0
2004,8.358,-82.877,PANAMA,100,,29.0,6.1,0
2004,-3.615,135.538,INDONESIA,170,,17.0,7.0,0
2004,-4.003,135.023,INDONESIA,170,,10.0,7.3,0
2004,31.675,35.551,JORDAN,140,,27.0,5.3,1
2004,34.774,73.216,PAKISTAN,60,,11.0,5.4,0
2004,-0.466,100.655,INDONESIA,60,,56.0,5.1,0
2004,-1.559,100.488,INDONESIA,60,,42.0,6.0,0
2004,-3.393,29.558,BURUNDI,10,,10.0,5.025,0
2004,35.142,-3.997,MOROCCO,15,9.0,0.0,6.4,0
2004,37.136,22.116,GREECE,130,,9.0,5.2,0
2004,45.382,118.256,CHINA,30,,19.0,5.4,0
2004,39.847,40.874,TURKEY,140,,5.0,5.6,0
2004,36.512,71.029,AFGHANISTAN,40,,187.0,6.5,0
2004,-1.549,100.54,INDONESIA,60,,66.0,5.4,0
2004,-8.669,114.65,INDONESIA,60,,96.0,5.5,0
2004,-9.362,122.839,INDONESIA,60,,66.0,6.7,0
2004,24.081,121.611,TAIWAN,30,,45.0,5.2,0
2004,-37.695,-73.406,CHILE,160,6.0,21.0,6.6,0
2004,37.506,96.758,CHINA,30,,14.0,5.4,0
2004,29.881,51.474,IRAN,140,,67.0,5.28,0
2004,30.126,67.121,PAKISTAN,60,,10.0,4.855,0
2004,9.926,124.038,PHILIPPINES,170,6.0,35.0,4.817,0
2004,36.29,51.61,IRAN,140,8.0,17.0,6.3,0
2004,47.311,142.12,RUSSIA,50,,14.0,4.9,0
2004,27.836,36.905,SAUDI ARABIA,140,,10.0,4.94,0
2004,-38.854,-73.155,CHILE,160,6.0,38.0,5.9,0
2004,39.766,43.979,TURKEY,140,,5.0,5.1,0
2004,46.296,13.641,SLOVENIA,130,,8.0,5.2,0
2004,-38.0,176.51,NEW ZEALAND,170,,5.0,5.4,0
2004,33.426,69.524,AFGHANISTAN,40,,10.0,5.2,0
2004,39.634,43.966,TURKEY,140,,5.0,4.75,0
2004,36.833,27.815,TURKEY,140,,10.0,5.6,0
2004,27.266,103.873,CHINA,30,,6.0,5.4,0
2004,38.377,39.261,TURKEY,140,,7.0,5.7,0
2004,33.07,136.618,JAPAN,30,,14.0,7.2,1
2004,33.184,137.071,JAPAN,30,,10.0,7.4,1
2004,-28.573,-65.84,ARGENTINA,160,,22.0,6.1,0
2004,34.682,103.781,CHINA,30,,10.0,5.45,0
2004,54.841,19.912,POLAND,120,6.0,10.0,4.8,0
2004,35.819,-120.364,USA,150,6.0,9.0,6.0,0
2004,37.125,54.477,IRAN,140,,35.0,5.6,0
2004,24.53,122.694,TAIWAN,30,,94.0,6.6,0
2004,25.073,99.169,CHINA,30,,30.0,5.018000000000001,0
2004,37.226,138.779,JAPAN,30,,16.0,6.6,0
2004,37.284,138.885,JAPAN,30,,14.0,5.9,0
2004,37.396,138.862,JAPAN,30,,10.0,5.5,0
2004,-8.152,124.868,INDONESIA,60,,10.0,7.5,1
2004,4.695,-77.508,COLOMBIA,160,,15.0,7.2,0
2004,9.602,-84.172,COSTA RICA,100,,16.0,6.4,0
2004,15.679,-61.706,GUADELOUPE,90,,14.0,6.3,1
2004,33.297,47.977,IRAN,140,,36.0,5.0,0
2004,-46.676,164.721,NEW ZEALAND,170,,10.0,7.1,1
2004,45.626,10.559,ITALY,130,,17.0,5.1,0
2004,-3.609,135.404,INDONESIA,170,8.0,10.0,7.1,0
2004,43.006,145.119,JAPAN,30,,39.0,7.0,1
2004,36.848,3.448,ALGERIA,15,,10.0,4.855,0
2004,36.865,3.421,ALGERIA,15,,10.0,4.855,0
2004,24.757,92.539,INDIA,60,,35.0,5.4,0
2004,44.119,141.793,JAPAN,30,,10.0,5.8,0
2004,3.295,95.982,INDONESIA,60,,30.0,9.1,1
2004,11.989,-86.52,NICARAGUA,100,,87.0,5.6,0
2004,45.787,26.622,ROMANIA,110,,96.0,5.8,0
2004,35.945,23.115,GREECE,130,,74.0,5.2,0
2004,32.023,48.836,IRAN,140,,37.0,5.11,0
2004,10.49,-61.48,TRINIDAD AND TOBAGO,90,,49.0,5.8,0
2004,48.115,8.077,GERMANY,120,5.0,10.0,4.8,0
2004,42.9,145.228,JAPAN,30,,35.0,6.8,0
2004,37.042,28.206,TURKEY,140,,5.0,5.4,0
2004,-49.312,161.345,AUSTRALIA,170,,10.0,8.1,1
2005,37.103,54.574,IRAN,140,,32.0,5.4,0
2005,-41.223,175.21,NEW ZEALAND,170,,39.0,5.3,0
2005,-1.198,119.933,INDONESIA,170,,11.0,6.3,0
2005,-1.364,-80.785,ECUADOR,160,,17.0,6.1,0
2005,37.622,43.703,TURKEY,140,,41.0,5.9,0
2005,22.526,100.709,CHINA,30,,12.0,5.11,0
2005,37.91,-1.82,SPAIN,130,,5.0,4.7700000000000005,0
2005,-7.037,107.819,INDONESIA,60,,15.0,5.11,0
2005,41.728,79.44,CHINA,40,,22.0,6.1,0
2005,24.55,92.524,INDIA,60,,35.0,5.365,0
2005,30.754,56.816,IRAN,140,,14.0,6.4,0
2005,30.378,68.038,PAKISTAN,60,,52.0,5.195,0
2005,-26.913,26.789,SOUTH AFRICA,10,,5.0,4.9510000000000005,0
2005,39.44,40.978,TURKEY,140,,11.0,5.6,0
2005,27.095,61.887,IRAN,140,,54.0,6.0,0
2005,39.354,40.89,TURKEY,140,,5.0,5.8,0
2005,17.145,73.73,INDIA,60,,10.0,4.9,0
2005,17.072,73.668,INDIA,60,,10.0,4.685,0
2005,33.807,130.131,JAPAN,30,,10.0,6.6,0
1770,18.5,-73.4,HAITI,90,10.0,10.0,7.5,1
1791,56.0,163.0,RUSSIA,50,9.0,20.0,6.626,1
1629,36.0,25.0,GREECE,130,8.0,70.0,6.76,1
1674,-3.75,127.75,INDONESIA,170,,40.0,6.626,1
1715,-17.3,-70.8,PERU,160,7.0,80.0,7.095000000000001,1
1837,5.5,96.0,INDONESIA,60,,100.0,6.961,1
1843,1.5,98.0,INDONESIA,60,11.0,70.0,6.961,1
1823,-6.5,108.5,INDONESIA,60,,150.0,6.626,1
1928,-5.5,-79.0,PERU,160,6.0,70.0,6.76,1
1928,-22.5,-70.5,CHILE,160,,33.0,6.827,1
1929,31.7,132.2,JAPAN,30,,30.0,6.8,1
1929,51.0,-131.0,CANADA,150,,33.0,7.0,1
1930,-5.6,105.3,INDONESIA,60,,33.0,6.09,1
1930,-9.3,114.3,INDONESIA,60,,100.0,6.425000000000001,1
1930,-4.423,145.46,PAPUA NEW GUINEA,170,,35.0,6.6,1
1930,-1.3,144.3,PAPUA NEW GUINEA,170,,33.0,6.425000000000001,1
1931,-32.5,-72.0,CHILE,160,,33.0,6.827,1
1933,-2.0,-81.0,ECUADOR,160,,33.0,6.693,1
1934,-11.139,165.503,SOLOMON ISLANDS,170,,35.0,7.1,1
1936,-24.5,-70.0,CHILE,160,,60.0,6.961,1
1857,-8.0,115.5,INDONESIA,60,,50.0,6.76,1
1861,0.009,98.0,INDONESIA,60,,20.0,6.76,1
1861,1.0,97.5,INDONESIA,60,,70.0,6.76,1
1876,-3.0,127.25,INDONESIA,170,7.0,50.0,6.626,1
1896,-3.5,102.5,INDONESIA,60,,130.0,6.626,1
1903,-3.0,127.5,INDONESIA,170,,33.0,6.425000000000001,1
1907,3.0,122.0,INDONESIA,170,,500.0,6.961,1
1907,-3.1,142.5,PAPUA NEW GUINEA,170,,33.0,7.0280000000000005,1
1908,-2.0,100.0,INDONESIA,60,,130.0,7.095000000000001,1
1908,19.0,-155.0,USA,150,,33.0,6.626,1
1912,40.5,142.0,JAPAN,30,,100.0,6.491999999999999,1
1912,7.0,138.0,"MICRONESIA, FED. STATES OF",170,3.0,33.0,6.693,1
1913,-41.8,171.5,NEW ZEALAND,170,8.0,33.0,6.626,1
1913,-16.6,-73.3,PERU,160,9.0,30.0,6.76,1
1913,-7.0,148.0,PAPUA NEW GUINEA,170,,33.0,6.76,1
1917,23.2,121.6,TAIWAN,30,,33.0,5.956,1
1918,18.441,-67.214,USA TERRITORY,90,7.0,15.0,6.4,1
1920,-38.0,-73.5,CHILE,160,,15.0,6.76,1
1923,40.482,-125.034,USA,150,8.0,15.0,7.1,1
1923,6.5,124.0,PHILIPPINES,170,7.0,22.0,6.894,1
1923,-28.75,-71.75,CHILE,160,,60.0,6.76,1
1923,-4.653,154.232,PAPUA NEW GUINEA,170,,145.0,6.827,1
1923,-4.539,153.107,PAPUA NEW GUINEA,170,,149.0,6.827,1
1924,49.179,142.436,RUSSIA,50,,15.0,6.8,0
1924,6.5,126.5,PHILIPPINES,170,9.0,33.0,7.631,1
